dataset_name,design_name,file_name,tokenizer,num_tokens
lgsynth91,lgsynth91__bigkey,bigkey_orig.v,cl100k_base,105869
lgsynth91,lgsynth91__c8,c8_orig.v,cl100k_base,2235
lgsynth91,lgsynth91__cc,cc_orig.v,cl100k_base,1086
lgsynth91,lgsynth91__cht,cht_orig.v,cl100k_base,2640
lgsynth91,lgsynth91__clma,clma_orig.v,cl100k_base,294879
lgsynth91,lgsynth91__clmb,clmb_orig.v,cl100k_base,288750
lgsynth91,lgsynth91__cm138a,cm138a_orig.v,cl100k_base,385
lgsynth91,lgsynth91__cm150a,cm150a_orig.v,cl100k_base,620
lgsynth91,lgsynth91__cm151a,cm151a_orig.v,cl100k_base,347
lgsynth91,lgsynth91__cm152a,cm152a_orig.v,cl100k_base,221
lgsynth91,lgsynth91__cm162a,cm162a_orig.v,cl100k_base,633
lgsynth91,lgsynth91__cm163a,cm163a_orig.v,cl100k_base,596
lgsynth91,lgsynth91__cm42a,cm42a_orig.v,cl100k_base,453
lgsynth91,lgsynth91__cm82a,cm82a_orig.v,cl100k_base,248
lgsynth91,lgsynth91__cm85a,cm85a_orig.v,cl100k_base,565
lgsynth91,lgsynth91__cmb,cmb_orig.v,cl100k_base,524
lgsynth91,lgsynth91__comp,comp_orig.v,cl100k_base,1449
lgsynth91,lgsynth91__cordic,cordic_orig.v,cl100k_base,2520
lgsynth91,lgsynth91__count,count_orig.v,cl100k_base,1569
lgsynth91,lgsynth91__cu,cu_orig.v,cl100k_base,801
lgsynth91,lgsynth91__dalu,dalu_orig.v,cl100k_base,39624
lgsynth91,lgsynth91__decod,decod_orig.v,cl100k_base,689
lgsynth91,lgsynth91__des,des_orig.v,cl100k_base,117731
lgsynth91,lgsynth91__dsip,dsip_orig.v,cl100k_base,107227
lgsynth91,lgsynth91__example2,example2_orig.v,cl100k_base,4292
lgsynth91,lgsynth91__f51m,f51m_orig.v,cl100k_base,1869
lgsynth91,lgsynth91__frg1,frg1_orig.v,cl100k_base,3053
lgsynth91,lgsynth91__frg2,frg2_orig.v,cl100k_base,19865
lgsynth91,lgsynth91__i1,i1_orig.v,cl100k_base,1362
lgsynth91,lgsynth91__i10,i10_orig.v,cl100k_base,68538
lgsynth91,lgsynth91__i2,i2_orig.v,cl100k_base,5483
lgsynth91,lgsynth91__i3,i3_orig.v,cl100k_base,4873
lgsynth91,lgsynth91__i4,i4_orig.v,cl100k_base,6309
lgsynth91,lgsynth91__i5,i5_orig.v,cl100k_base,9432
lgsynth91,lgsynth91__i6,i6_orig.v,cl100k_base,13894
lgsynth91,lgsynth91__i7,i7_orig.v,cl100k_base,16883
lgsynth91,lgsynth91__i8,i8_orig.v,cl100k_base,39213
lgsynth91,lgsynth91__i9,i9_orig.v,cl100k_base,14741
lgsynth91,lgsynth91__k2,k2_orig.v,cl100k_base,14483
lgsynth91,lgsynth91__lal,lal_orig.v,cl100k_base,1973
lgsynth91,lgsynth91__majority,majority_orig.v,cl100k_base,163
lgsynth91,lgsynth91__mm30a,mm30a_orig.v,cl100k_base,46551
lgsynth91,lgsynth91__mm4a,mm4a_orig.v,cl100k_base,1992
lgsynth91,lgsynth91__mm9a,mm9a_orig.v,cl100k_base,12674
lgsynth91,lgsynth91__mm9b,mm9b_orig.v,cl100k_base,15802
lgsynth91,lgsynth91__mult16a,mult16a_orig.v,cl100k_base,3750
lgsynth91,lgsynth91__mult16b,mult16b_orig.v,cl100k_base,4513
lgsynth91,lgsynth91__mult32a,mult32a_orig.v,cl100k_base,7190
lgsynth91,lgsynth91__mult32b,mult32b_orig.v,cl100k_base,9110
lgsynth91,lgsynth91__mux,mux_orig.v,cl100k_base,717
lgsynth91,lgsynth91__my_adder,my_adder_orig.v,cl100k_base,2127
lgsynth91,lgsynth91__pair,pair_orig.v,cl100k_base,21085
lgsynth91,lgsynth91__parity,parity_orig.v,cl100k_base,443
lgsynth91,lgsynth91__pcle,pcle_orig.v,cl100k_base,683
lgsynth91,lgsynth91__pcler8,pcler8_orig.v,cl100k_base,1089
lgsynth91,lgsynth91__pm1,pm1_orig.v,cl100k_base,928
lgsynth91,lgsynth91__rot,rot_orig.v,cl100k_base,9286
lgsynth91,lgsynth91__s1196,s1196_orig.v,cl100k_base,8932
lgsynth91,lgsynth91__s13207.1,s13207.1_orig.v,cl100k_base,161768
lgsynth91,lgsynth91__s1423,s1423_orig.v,cl100k_base,12254
lgsynth91,lgsynth91__s1488,s1488_orig.v,cl100k_base,13134
lgsynth91,lgsynth91__s1494,s1494_orig.v,cl100k_base,13107
lgsynth91,lgsynth91__s15850.1,s15850.1_orig.v,cl100k_base,185740
lgsynth91,lgsynth91__s208.1,s208.1_orig.v,cl100k_base,2708
lgsynth91,lgsynth91__s27,s27_orig.v,cl100k_base,360
lgsynth91,lgsynth91__s298,s298_orig.v,cl100k_base,2542
lgsynth91,lgsynth91__s344,s344_orig.v,cl100k_base,5057
lgsynth91,lgsynth91__s349,s349_orig.v,cl100k_base,5107
lgsynth91,lgsynth91__s35932,s35932_orig.v,cl100k_base,378436
lgsynth91,lgsynth91__s382,s382_orig.v,cl100k_base,5541
lgsynth91,lgsynth91__s38417,s38417_orig.v,cl100k_base,447186
lgsynth91,lgsynth91__s38584.1,s38584.1_orig.v,cl100k_base,409930
lgsynth91,lgsynth91__s386,s386_orig.v,cl100k_base,3577
lgsynth91,lgsynth91__s400,s400_orig.v,cl100k_base,5714
lgsynth91,lgsynth91__s420.1,s420.1_orig.v,cl100k_base,5614
lgsynth91,lgsynth91__s444,s444_orig.v,cl100k_base,3909
lgsynth91,lgsynth91__s510,s510_orig.v,cl100k_base,4370
lgsynth91,lgsynth91__s526,s526_orig.v,cl100k_base,4116
lgsynth91,lgsynth91__s526n,s526n_orig.v,cl100k_base,4128
lgsynth91,lgsynth91__s5378,s5378_orig.v,cl100k_base,70568
lgsynth91,lgsynth91__s641,s641_orig.v,cl100k_base,6679
lgsynth91,lgsynth91__s713,s713_orig.v,cl100k_base,7031
lgsynth91,lgsynth91__s820,s820_orig.v,cl100k_base,5830
lgsynth91,lgsynth91__s832,s832_orig.v,cl100k_base,5850
lgsynth91,lgsynth91__s838.1,s838.1_orig.v,cl100k_base,11718
lgsynth91,lgsynth91__s9234.1,s9234.1_orig.v,cl100k_base,100909
lgsynth91,lgsynth91__s953,s953_orig.v,cl100k_base,9434
lgsynth91,lgsynth91__sbc,sbc_orig.v,cl100k_base,28421
lgsynth91,lgsynth91__sct,sct_orig.v,cl100k_base,1512
lgsynth91,lgsynth91__t481,t481_orig.v,cl100k_base,67509
lgsynth91,lgsynth91__tcon,tcon_orig.v,cl100k_base,584
lgsynth91,lgsynth91__term1,term1_orig.v,cl100k_base,5371
lgsynth91,lgsynth91__too_large,too_large_orig.v,cl100k_base,55810
lgsynth91,lgsynth91__ttt2,ttt2_orig.v,cl100k_base,3794
lgsynth91,lgsynth91__unreg,unreg_orig.v,cl100k_base,1338
lgsynth91,lgsynth91__vda,vda_orig.v,cl100k_base,7154
lgsynth91,lgsynth91__x1,x1_orig.v,cl100k_base,9198
lgsynth91,lgsynth91__x2,x2_orig.v,cl100k_base,557
lgsynth91,lgsynth91__x3,x3_orig.v,cl100k_base,12968
lgsynth91,lgsynth91__x4,x4_orig.v,cl100k_base,7597
lgsynth91,lgsynth91__z4ml,z4ml_orig.v,cl100k_base,1401
opdb,opdb__chip_X_1__Y_1__NETWORK_2dmesh__L1D_8192_4__L1I_16384_4__L15_8192_4__L2_65536_4_chip,chip_X_1__Y_1__NETWORK_2dmesh__L1D_8192_4__L1I_16384_4__L15_8192_4__L2_65536_4_chip.v,cl100k_base,2466966
opdb,opdb__chip_X_5__Y_5__NETWORK_2dmesh__L1D_8192_4__L1I_16384_4__L15_8192_4__L2_65536_4_chip,chip_X_5__Y_5__NETWORK_2dmesh__L1D_8192_4__L1I_16384_4__L15_8192_4__L2_65536_4_chip.v,cl100k_base,2539244
opdb,opdb__chip_bridge_chip_bridge,chip_bridge_chip_bridge.v,cl100k_base,15829
opdb,opdb__dynamic_node_2dmesh_NETWORK_2dmesh_dynamic_node_2dmesh,dynamic_node_2dmesh_NETWORK_2dmesh_dynamic_node_2dmesh.v,cl100k_base,59138
opdb,opdb__fpga_bridge_rcv_32_fpga_bridge_rcv_32,fpga_bridge_rcv_32_fpga_bridge_rcv_32.v,cl100k_base,7692
opdb,opdb__fpu_fpu,fpu_fpu.v,cl100k_base,321010
opdb,opdb__ifu_esl_counter_ifu_esl_counter,ifu_esl_counter_ifu_esl_counter.v,cl100k_base,611
opdb,opdb__ifu_esl_fsm_ifu_esl_fsm,ifu_esl_fsm_ifu_esl_fsm.v,cl100k_base,24998
opdb,opdb__ifu_esl_htsm_ifu_esl_htsm,ifu_esl_htsm_ifu_esl_htsm.v,cl100k_base,5549
opdb,opdb__ifu_esl_ifu_esl,ifu_esl_ifu_esl.v,cl100k_base,31120
opdb,opdb__ifu_esl_lfsr_ifu_esl_lfsr,ifu_esl_lfsr_ifu_esl_lfsr.v,cl100k_base,770
opdb,opdb__ifu_esl_rtsm_ifu_esl_rtsm,ifu_esl_rtsm_ifu_esl_rtsm.v,cl100k_base,2374
opdb,opdb__ifu_esl_shiftreg_ifu_esl_shiftreg,ifu_esl_shiftreg_ifu_esl_shiftreg.v,cl100k_base,610
opdb,opdb__ifu_esl_stsm_ifu_esl_stsm,ifu_esl_stsm_ifu_esl_stsm.v,cl100k_base,2778
opdb,opdb__l15_NETWORK_2dmesh__L1D_8192_4__L15_8192_4_l15,l15_NETWORK_2dmesh__L1D_8192_4__L15_8192_4_l15.v,cl100k_base,326961
opdb,opdb__l2_NETWORK_2dmesh__L2_65536_4_l2,l2_NETWORK_2dmesh__L2_65536_4_l2.v,cl100k_base,328979
opdb,opdb__pico_pico,pico_pico.v,cl100k_base,34476
opdb,opdb__sparc_core_L1I_16384_4__L1D_8192_4_sparc_core,sparc_core_L1I_16384_4__L1D_8192_4_sparc_core.v,cl100k_base,1691807
opdb,opdb__sparc_exu_sparc_exu,sparc_exu_sparc_exu.v,cl100k_base,288079
opdb,opdb__sparc_ffu_sparc_ffu,sparc_ffu_sparc_ffu.v,cl100k_base,323936
opdb,opdb__sparc_ifu_L1I_16384_4_sparc_ifu,sparc_ifu_L1I_16384_4_sparc_ifu.v,cl100k_base,577130
opdb,opdb__sparc_lsu_L1D_8192_4_sparc_lsu,sparc_lsu_L1D_8192_4_sparc_lsu.v,cl100k_base,742525
opdb,opdb__sparc_mul_sparc_mul,sparc_mul_sparc_mul.v,cl100k_base,121747
opdb,opdb__sparc_tlu_sparc_tlu,sparc_tlu_sparc_tlu.v,cl100k_base,907351
opdb,opdb__tile_NETWORK_2dmesh__L1D_8192_4__L1I_16384_4__L15_8192_4__L2_65536_4_tile,tile_NETWORK_2dmesh__L1D_8192_4__L1I_16384_4__L15_8192_4__L2_65536_4_tile.v,cl100k_base,2418597
opencores,opencores__10_100m_ethernet-fifo_convertor,InitModule.v,cl100k_base,268
opencores,opencores__10_100m_ethernet-fifo_convertor,EthernetModule.v,cl100k_base,963
opencores,opencores__10_100m_ethernet-fifo_convertor,TxModule.v,cl100k_base,2948
opencores,opencores__10_100m_ethernet-fifo_convertor,common.v,cl100k_base,337
opencores,opencores__10_100m_ethernet-fifo_convertor,tri_state.v,cl100k_base,116
opencores,opencores__10_100m_ethernet-fifo_convertor,RxModule.v,cl100k_base,3304
opencores,opencores__10_100m_ethernet-fifo_convertor,CRC_Module.v,cl100k_base,1350
opencores,opencores__ac97,ac97_prc.v,cl100k_base,2874
opencores,opencores__ac97,ac97_sin.v,cl100k_base,1000
opencores,opencores__ac97,ac97_soc.v,cl100k_base,1573
opencores,opencores__ac97,ac97_rf.v,cl100k_base,3082
opencores,opencores__ac97,ac97_sout.v,cl100k_base,1582
opencores,opencores__ac97,ac97_top.v,cl100k_base,7273
opencores,opencores__ac97,ac97_int.v,cl100k_base,1046
opencores,opencores__ac97,ac97_cra.v,cl100k_base,1506
opencores,opencores__ac97,ac97_fifo_ctrl.v,cl100k_base,933
opencores,opencores__ac97,ac97_out_fifo.v,cl100k_base,2714
opencores,opencores__ac97,ac97_defines.v,cl100k_base,1527
opencores,opencores__ac97,ac97_in_fifo.v,cl100k_base,2774
opencores,opencores__ac97,ac97_dma_if.v,cl100k_base,2017
opencores,opencores__ac97,ac97_dma_req.v,cl100k_base,1026
opencores,opencores__ac97,ac97_rst.v,cl100k_base,817
opencores,opencores__ac97,ac97_wb_if.v,cl100k_base,1806
opencores,opencores__adder128,high-speed-adder-128bits-opencore.v,cl100k_base,2330
opencores,opencores__adder256,high-speed-adder-256bits-opencore.v,cl100k_base,4228
opencores,opencores__ae18,ae18_core.v,cl100k_base,21076
opencores,opencores__aemb,aeMB2_dparam.v,cl100k_base,722
opencores,opencores__aemb,aeMB2_xslif.v,cl100k_base,1512
opencores,opencores__aemb,aeMB2_pipe.v,cl100k_base,1104
opencores,opencores__aemb,aeMB2_tpsram.v,cl100k_base,919
opencores,opencores__aemb,aeMB_xecu.v,cl100k_base,5384
opencores,opencores__aemb,aeMB2_iwbif.v,cl100k_base,1616
opencores,opencores__aemb,aeMB_regf.v,cl100k_base,2649
opencores,opencores__aemb,aeMB2_sparam.v,cl100k_base,616
opencores,opencores__aemb,aeMB2_exec.v,cl100k_base,1678
opencores,opencores__aemb,aeMB_bpcu.v,cl100k_base,2024
opencores,opencores__aemb,aeMB2_mult.v,cl100k_base,817
opencores,opencores__aemb,aeMB_ibuf.v,cl100k_base,1983
opencores,opencores__aemb,aeMB_ctrl.v,cl100k_base,3713
opencores,opencores__aemb,aeMB2_gprf.v,cl100k_base,4296
opencores,opencores__aemb,aeMB2_intu.v,cl100k_base,3818
opencores,opencores__aemb,aeMB_sim.v,cl100k_base,3824
opencores,opencores__aemb,aeMB_edk32.v,cl100k_base,3872
opencores,opencores__aemb,aeMB2_memif.v,cl100k_base,2329
opencores,opencores__aemb,aeMB2_spsram.v,cl100k_base,679
opencores,opencores__aemb,aeMB2_dwbif.v,cl100k_base,2134
opencores,opencores__aemb,aeMB2_brcc.v,cl100k_base,991
opencores,opencores__aemb,aeMB2_bsft.v,cl100k_base,1935
opencores,opencores__aemb,aeMB_core.v,cl100k_base,1805
opencores,opencores__aemb,aeMB2_regs.v,cl100k_base,1423
opencores,opencores__aemb,aeMB2_edk62.v,cl100k_base,5400
opencores,opencores__aemb,aeMB2_iche.v,cl100k_base,2233
opencores,opencores__aemb,aeMB2_ctrl.v,cl100k_base,3190
opencores,opencores__aes-128_pipelined_encryption,MixColumns.v,cl100k_base,1231
opencores,opencores__aes-128_pipelined_encryption,SBox.v,cl100k_base,4106
opencores,opencores__aes-128_pipelined_encryption,SubBytes.v,cl100k_base,317
opencores,opencores__aes-128_pipelined_encryption,ShiftRows.v,cl100k_base,489
opencores,opencores__aes-128_pipelined_encryption,AddRoundKey.v,cl100k_base,291
opencores,opencores__aes-128_pipelined_encryption,Top_PipelinedCipher.v,cl100k_base,906
opencores,opencores__aes-128_pipelined_encryption,Round.v,cl100k_base,430
opencores,opencores__aes-128_pipelined_encryption,RoundKeyGen.v,cl100k_base,945
opencores,opencores__aes-128_pipelined_encryption,KeyExpantion.v,cl100k_base,686
opencores,opencores__aes_10cycle_10stage,aes_rcon.v,cl100k_base,768
opencores,opencores__aes_10cycle_10stage,aes_key_expand_128.v,cl100k_base,3059
opencores,opencores__aes_10cycle_10stage,aes_cipher_top.v,cl100k_base,23559
opencores,opencores__aes_10cycle_10stage,aes_sbox.v,cl100k_base,3764
opencores,opencores__aes_1cycle_1stage,aes_rcon.v,cl100k_base,790
opencores,opencores__aes_1cycle_1stage,aes_key_expand_128.v,cl100k_base,3054
opencores,opencores__aes_1cycle_1stage,aes_cipher_top.v,cl100k_base,20185
opencores,opencores__aes_1cycle_1stage,aes_sbox.v,cl100k_base,3764
opencores,opencores__aes_5cycle_2stage,aes_rcon.v,cl100k_base,800
opencores,opencores__aes_5cycle_2stage,aes_key_expand_128.v,cl100k_base,1459
opencores,opencores__aes_5cycle_2stage,aes_cipher_top.v,cl100k_base,6822
opencores,opencores__aes_5cycle_2stage,aes_sbox.v,cl100k_base,3764
opencores,opencores__aes_core,aes_rcon.v,cl100k_base,889
opencores,opencores__aes_core,aes_inv_sbox.v,cl100k_base,3884
opencores,opencores__aes_core,aes_key_expand_128.v,cl100k_base,947
opencores,opencores__aes_core,aes_cipher_top.v,cl100k_base,3477
opencores,opencores__aes_core,aes_sbox.v,cl100k_base,3880
opencores,opencores__aes_core,aes_inv_cipher_top.v,cl100k_base,4055
opencores,opencores__aes_core,timescale.v,cl100k_base,11
opencores,opencores__aes_highthroughput_lowarea,ram_16x64.v,cl100k_base,287
opencores,opencores__aes_highthroughput_lowarea,aes.v,cl100k_base,2670
opencores,opencores__aes_highthroughput_lowarea,mix_columns.v,cl100k_base,1825
opencores,opencores__aes_highthroughput_lowarea,shift_rows.v,cl100k_base,224
opencores,opencores__aes_highthroughput_lowarea,aes_top_example.v,cl100k_base,1106
opencores,opencores__aes_highthroughput_lowarea,xram_16x64.v,cl100k_base,254
opencores,opencores__aes_highthroughput_lowarea,sbox.v,cl100k_base,2448
opencores,opencores__aes_highthroughput_lowarea,inv_shift_rows.v,cl100k_base,236
opencores,opencores__aes_highthroughput_lowarea,key_exp.v,cl100k_base,3585
opencores,opencores__ahb_arbiter,generic_ahb_arbiter.v,cl100k_base,1524
opencores,opencores__apbi2c,fifo.v,cl100k_base,1099
opencores,opencores__apbi2c,i2c.v,cl100k_base,1349
opencores,opencores__apbi2c,apb.v,cl100k_base,1116
opencores,opencores__apbi2c,module_i2c.v,cl100k_base,23039
opencores,opencores__brisc,register_e.v,cl100k_base,103
opencores,opencores__brisc,mux2r.v,cl100k_base,180
opencores,opencores__brisc,prog_mem.v,cl100k_base,1016
opencores,opencores__brisc,down_counter.v,cl100k_base,48
opencores,opencores__brisc,mux8.v,cl100k_base,307
opencores,opencores__brisc,lifo.v,cl100k_base,275
opencores,opencores__brisc,stimulus_trisc.v,cl100k_base,154
opencores,opencores__brisc,incrementer.v,cl100k_base,49
opencores,opencores__brisc,mux4.v,cl100k_base,199
opencores,opencores__brisc,register.v,cl100k_base,80
opencores,opencores__brisc,mux2.v,cl100k_base,145
opencores,opencores__brisc,nal.v,cl100k_base,181
opencores,opencores__brisc,reg_file.v,cl100k_base,169
opencores,opencores__brisc,brisc.v,cl100k_base,826
opencores,opencores__bubblesortmodule,rungenerator.v,cl100k_base,568
opencores,opencores__bubblesortmodule,bitsplit.v,cl100k_base,748
opencores,opencores__bubblesortmodule,bublesort.v,cl100k_base,1024
opencores,opencores__bubblesortmodule,intgenerator.v,cl100k_base,665
opencores,opencores__bubblesortmodule,stageen.v,cl100k_base,597
opencores,opencores__ca_prng,ca_prng.v,cl100k_base,8807
opencores,opencores__can,can_register.v,cl100k_base,791
opencores,opencores__can,can_crc.v,cl100k_base,831
opencores,opencores__can,can_bsp.v,cl100k_base,18820
opencores,opencores__can,can_register_asyn_syn.v,cl100k_base,860
opencores,opencores__can,can_ibo.v,cl100k_base,681
opencores,opencores__can,can_fifo.v,cl100k_base,5574
opencores,opencores__can,can_acf.v,cl100k_base,4957
opencores,opencores__can,can_register_syn.v,cl100k_base,801
opencores,opencores__can,can_registers.v,cl100k_base,10879
opencores,opencores__can,can_btl.v,cl100k_base,3842
opencores,opencores__can,can_register_asyn.v,cl100k_base,833
opencores,opencores__can,can_top.v,cl100k_base,6990
opencores,opencores__can,can_defines.v,cl100k_base,1148
opencores,opencores__cavlc,cavlc_fsm.v,cl100k_base,1177
opencores,opencores__cavlc,cavlc_read_run_befores.v,cl100k_base,3181
opencores,opencores__cavlc,cavlc_read_total_zeros.v,cl100k_base,5724
opencores,opencores__cavlc,cavlc_top.v,cl100k_base,2329
opencores,opencores__cavlc,cavlc_read_total_coeffs.v,cl100k_base,10754
opencores,opencores__cavlc,defines.v,cl100k_base,244
opencores,opencores__cavlc,cavlc_read_levels.v,cl100k_base,3687
opencores,opencores__cavlc,cavlc_len_gen.v,cl100k_base,727
opencores,opencores__cfi_ctrl,cfi_ctrl_engine.v,cl100k_base,4309
opencores,opencores__cfi_ctrl,cfi_ctrl.v,cl100k_base,5187
opencores,opencores__configurable_crc_core,cfg_crc.v,cl100k_base,298
opencores,opencores__cop,cop_top.v,cl100k_base,1895
opencores,opencores__cop,cop_regs.v,cl100k_base,1647
opencores,opencores__cop,cop_count.v,cl100k_base,1739
opencores,opencores__cop,cop_wb_bus.v,cl100k_base,1699
opencores,opencores__cr_div,cr_div.v,cl100k_base,1588
opencores,opencores__csa,key_perm.v,cl100k_base,560
opencores,opencores__csa,key_schedule.v,cl100k_base,1321
opencores,opencores__csa,sbox1.v,cl100k_base,449
opencores,opencores__csa,sbox5.v,cl100k_base,449
opencores,opencores__csa,block_perm.v,cl100k_base,3362
opencores,opencores__csa,stream_8bytes.v,cl100k_base,3069
opencores,opencores__csa,decrypt.v,cl100k_base,1922
opencores,opencores__csa,block_sbox.v,cl100k_base,3363
opencores,opencores__csa,stream_cypher.v,cl100k_base,1120
opencores,opencores__csa,sbox6.v,cl100k_base,449
opencores,opencores__csa,sbox2.v,cl100k_base,449
opencores,opencores__csa,key_computer.v,cl100k_base,471
opencores,opencores__csa,stream_iteration.v,cl100k_base,1085
opencores,opencores__csa,sbox4.v,cl100k_base,449
opencores,opencores__csa,stream_byte.v,cl100k_base,1610
opencores,opencores__csa,sbox3.v,cl100k_base,449
opencores,opencores__csa,sboxes.v,cl100k_base,545
opencores,opencores__csa,sbox7.v,cl100k_base,449
opencores,opencores__csa,block_decypher.v,cl100k_base,3818
opencores,opencores__datetime,edge_det.v,cl100k_base,401
opencores,opencores__datetime,sync2s.v,cl100k_base,84
opencores,opencores__datetime,Datetime.v,cl100k_base,5668
opencores,opencores__dbg_interface,dbg_top.v,cl100k_base,6521
opencores,opencores__dbg_interface,dbg_register.v,cl100k_base,665
opencores,opencores__dbg_interface,dbg_crc32_d1.v,cl100k_base,1404
opencores,opencores__dbg_interface,dbg_wb_defines.v,cl100k_base,997
opencores,opencores__dbg_interface,dbg_cpu.v,cl100k_base,7913
opencores,opencores__dbg_interface,dbg_cpu_defines.v,cl100k_base,937
opencores,opencores__dbg_interface,dbg_defines.v,cl100k_base,1497
opencores,opencores__dbg_interface,dbg_cpu_registers.v,cl100k_base,1361
opencores,opencores__dbg_interface,dbg_wb.v,cl100k_base,10404
opencores,opencores__des-area,sbox8.v,cl100k_base,1102
opencores,opencores__des-area,sbox1.v,cl100k_base,1126
opencores,opencores__des-area,sbox5.v,cl100k_base,1102
opencores,opencores__des-area,key_sel3.v,cl100k_base,15490
opencores,opencores__des-area,key_sel.v,cl100k_base,8261
opencores,opencores__des-area,crp.v,cl100k_base,953
opencores,opencores__des-area,des.v,cl100k_base,1263
opencores,opencores__des-area,des3.v,cl100k_base,1965
opencores,opencores__des-area,sbox6.v,cl100k_base,1102
opencores,opencores__des-area,sbox2.v,cl100k_base,1102
opencores,opencores__des-area,sbox4.v,cl100k_base,1102
opencores,opencores__des-area,sbox3.v,cl100k_base,1102
opencores,opencores__des-area,sbox7.v,cl100k_base,1102
opencores,opencores__des-perf,sbox8.v,cl100k_base,1102
opencores,opencores__des-perf,sbox1.v,cl100k_base,1126
opencores,opencores__des-perf,sbox5.v,cl100k_base,1102
opencores,opencores__des-perf,key_sel.v,cl100k_base,17491
opencores,opencores__des-perf,crp.v,cl100k_base,953
opencores,opencores__des-perf,des.v,cl100k_base,2766
opencores,opencores__des-perf,des3.v,cl100k_base,748
opencores,opencores__des-perf,sbox6.v,cl100k_base,1102
opencores,opencores__des-perf,sbox2.v,cl100k_base,1102
opencores,opencores__des-perf,sbox4.v,cl100k_base,1102
opencores,opencores__des-perf,sbox3.v,cl100k_base,1102
opencores,opencores__des-perf,sbox7.v,cl100k_base,1102
opencores,opencores__divider,div_us.v,cl100k_base,745
opencores,opencores__divider,div_su.v,cl100k_base,1132
opencores,opencores__divider,div_uu.v,cl100k_base,1600
opencores,opencores__divider,div.v,cl100k_base,1309
opencores,opencores__djpeg,jpeg_ycbcr2rgb.v,cl100k_base,2298
opencores,opencores__djpeg,jpeg_ziguzagu.v,cl100k_base,6369
opencores,opencores__djpeg,jpeg_idcty.v,cl100k_base,11671
opencores,opencores__djpeg,jpeg_idctb.v,cl100k_base,7918
opencores,opencores__djpeg,jpeg_ziguzagu_reg.v,cl100k_base,5771
opencores,opencores__djpeg,jpeg_haffuman.v,cl100k_base,3362
opencores,opencores__djpeg,jpeg_hm_decode.v,cl100k_base,11783
opencores,opencores__djpeg,jpeg_dht.v,cl100k_base,987
opencores,opencores__djpeg,jpeg_idctx.v,cl100k_base,11710
opencores,opencores__djpeg,jpeg_decode.v,cl100k_base,4521
opencores,opencores__djpeg,jpeg_decode_fsm.v,cl100k_base,5343
opencores,opencores__djpeg,jpeg_idct.v,cl100k_base,5057
opencores,opencores__djpeg,jpeg_ycbcr_mem.v,cl100k_base,1845
opencores,opencores__djpeg,jpeg_dqt.v,cl100k_base,480
opencores,opencores__djpeg,jpeg_ycbcr.v,cl100k_base,2080
opencores,opencores__djpeg,jpeg_regdata.v,cl100k_base,2314
opencores,opencores__double_fpu,fpu_sub.v,cl100k_base,3245
opencores,opencores__double_fpu,fpu_div.v,cl100k_base,5866
opencores,opencores__double_fpu,fpu_double.v,cl100k_base,2631
opencores,opencores__double_fpu,fpu_round.v,cl100k_base,939
opencores,opencores__double_fpu,fpu_mul.v,cl100k_base,4497
opencores,opencores__double_fpu,fpu_exceptions.v,cl100k_base,3004
opencores,opencores__double_fpu,fpu_add.v,cl100k_base,1392
opencores,opencores__dpsfmnce,DPSFnmCE.v,cl100k_base,1365
opencores,opencores__dpsfmnce,DPSFmnRAM.coe,cl100k_base,31
opencores,opencores__ecg,ecg.v,cl100k_base,3188
opencores,opencores__ecg,f3m.v,cl100k_base,22355
opencores,opencores__ecg,fun.v,cl100k_base,345
opencores,opencores__ecg,f3.v,cl100k_base,798
opencores,opencores__ecg,inc.v,cl100k_base,376
opencores,opencores__fast_antilog,AntiLog2.v,cl100k_base,1140
opencores,opencores__fftprocessor,butterfly.v,cl100k_base,3336
opencores,opencores__fftprocessor,agu.v,cl100k_base,3928
opencores,opencores__fftprocessor,control.v,cl100k_base,3370
opencores,opencores__fftprocessor,memory.v,cl100k_base,210
opencores,opencores__fftprocessor,complexmult.v,cl100k_base,263
opencores,opencores__fftprocessor,two16bitmult.v,cl100k_base,408
opencores,opencores__fftprocessor,fft.v,cl100k_base,3911
opencores,opencores__fftprocessor,SCM.v,cl100k_base,412
opencores,opencores__fftprocessor,memorybank.v,cl100k_base,210
opencores,opencores__fftprocessor,multiply.v,cl100k_base,296
opencores,opencores__fht,fht.v,cl100k_base,556
opencores,opencores__fixed_point_arithmetic_parameterized,top.v,cl100k_base,273
opencores,opencores__fixed_point_arithmetic_parameterized,qtwosComp.v,cl100k_base,272
opencores,opencores__fixed_point_arithmetic_parameterized,qdiv.v,cl100k_base,568
opencores,opencores__fixed_point_arithmetic_parameterized,qmult.v,cl100k_base,542
opencores,opencores__fixed_point_arithmetic_parameterized,qadd.v,cl100k_base,530
opencores,opencores__fpga-median,node.v,cl100k_base,609
opencores,opencores__fpga-median,dff_3_pipe.v,cl100k_base,490
opencores,opencores__fpga-median,median.v,cl100k_base,2887
opencores,opencores__fpga-median,common_network.v,cl100k_base,2194
opencores,opencores__fpga-median,state_machine.v,cl100k_base,1000
opencores,opencores__fpga-median,pixel_network.v,cl100k_base,1396
opencores,opencores__fpu,pre_norm.v,cl100k_base,2774
opencores,opencores__fpu,except.v,cl100k_base,1291
opencores,opencores__fpu,primitives.v,cl100k_base,667
