module_hash,module_name,design_name,dataset_name,unique_count
d9d7ef45660d40bb81a98dba579f30cfff57d8727f8f5bf6dae9386847c465a1,LUT_K,vtr__ch_intrinsics,vtr,23
d9d7ef45660d40bb81a98dba579f30cfff57d8727f8f5bf6dae9386847c465a1,LUT_K,vtr__blob_merge,vtr,23
d9d7ef45660d40bb81a98dba579f30cfff57d8727f8f5bf6dae9386847c465a1,LUT_K,vtr__bgm,vtr,23
d9d7ef45660d40bb81a98dba579f30cfff57d8727f8f5bf6dae9386847c465a1,LUT_K,vtr__arm_core,vtr,23
d9d7ef45660d40bb81a98dba579f30cfff57d8727f8f5bf6dae9386847c465a1,LUT_K,vtr__and_latch,vtr,23
c7370ff823004882d445df5acef194084132aa548ad7e1e2c6add3012b2b8126,fpga_interconnect,vtr__stereovision3,vtr,23
c7370ff823004882d445df5acef194084132aa548ad7e1e2c6add3012b2b8126,fpga_interconnect,vtr__stereovision2,vtr,23
c7370ff823004882d445df5acef194084132aa548ad7e1e2c6add3012b2b8126,fpga_interconnect,vtr__stereovision1,vtr,23
c7370ff823004882d445df5acef194084132aa548ad7e1e2c6add3012b2b8126,fpga_interconnect,vtr__stereovision0,vtr,23
c7370ff823004882d445df5acef194084132aa548ad7e1e2c6add3012b2b8126,fpga_interconnect,vtr__spree,vtr,23
c7370ff823004882d445df5acef194084132aa548ad7e1e2c6add3012b2b8126,fpga_interconnect,vtr__single_wire,vtr,23
c7370ff823004882d445df5acef194084132aa548ad7e1e2c6add3012b2b8126,fpga_interconnect,vtr__single_ff,vtr,23
c7370ff823004882d445df5acef194084132aa548ad7e1e2c6add3012b2b8126,fpga_interconnect,vtr__sha,vtr,23
c7370ff823004882d445df5acef194084132aa548ad7e1e2c6add3012b2b8126,fpga_interconnect,vtr__raygentop,vtr,23
c7370ff823004882d445df5acef194084132aa548ad7e1e2c6add3012b2b8126,fpga_interconnect,vtr__or1200,vtr,23
c7370ff823004882d445df5acef194084132aa548ad7e1e2c6add3012b2b8126,fpga_interconnect,vtr__multiclock_separate_and_latch,vtr,23
c7370ff823004882d445df5acef194084132aa548ad7e1e2c6add3012b2b8126,fpga_interconnect,vtr__multiclock_reader_writer,vtr,23
c7370ff823004882d445df5acef194084132aa548ad7e1e2c6add3012b2b8126,fpga_interconnect,vtr__multiclock_output_and_latch,vtr,23
c7370ff823004882d445df5acef194084132aa548ad7e1e2c6add3012b2b8126,fpga_interconnect,vtr__mkSMAdapter4B,vtr,23
c7370ff823004882d445df5acef194084132aa548ad7e1e2c6add3012b2b8126,fpga_interconnect,vtr__mkPktMerge,vtr,23
c7370ff823004882d445df5acef194084132aa548ad7e1e2c6add3012b2b8126,fpga_interconnect,vtr__mkDelayWorker32B,vtr,23
c7370ff823004882d445df5acef194084132aa548ad7e1e2c6add3012b2b8126,fpga_interconnect,vtr__diffeq2,vtr,23
c7370ff823004882d445df5acef194084132aa548ad7e1e2c6add3012b2b8126,fpga_interconnect,vtr__diffeq1,vtr,23
c7370ff823004882d445df5acef194084132aa548ad7e1e2c6add3012b2b8126,fpga_interconnect,vtr__ch_intrinsics,vtr,23
c7370ff823004882d445df5acef194084132aa548ad7e1e2c6add3012b2b8126,fpga_interconnect,vtr__blob_merge,vtr,23
c7370ff823004882d445df5acef194084132aa548ad7e1e2c6add3012b2b8126,fpga_interconnect,vtr__bgm,vtr,23
c7370ff823004882d445df5acef194084132aa548ad7e1e2c6add3012b2b8126,fpga_interconnect,vtr__arm_core,vtr,23
c7370ff823004882d445df5acef194084132aa548ad7e1e2c6add3012b2b8126,fpga_interconnect,vtr__and_latch,vtr,23
ae43e00a33f40fab3caee077bf7fac9fc8ceeb035aa328efda2d4ff520a7c46c,dual_port_ram,vtr__stereovision3,vtr,23
ae43e00a33f40fab3caee077bf7fac9fc8ceeb035aa328efda2d4ff520a7c46c,dual_port_ram,vtr__stereovision2,vtr,23
ae43e00a33f40fab3caee077bf7fac9fc8ceeb035aa328efda2d4ff520a7c46c,dual_port_ram,vtr__stereovision1,vtr,23
ae43e00a33f40fab3caee077bf7fac9fc8ceeb035aa328efda2d4ff520a7c46c,dual_port_ram,vtr__stereovision0,vtr,23
ae43e00a33f40fab3caee077bf7fac9fc8ceeb035aa328efda2d4ff520a7c46c,dual_port_ram,vtr__spree,vtr,23
ae43e00a33f40fab3caee077bf7fac9fc8ceeb035aa328efda2d4ff520a7c46c,dual_port_ram,vtr__single_wire,vtr,23
ae43e00a33f40fab3caee077bf7fac9fc8ceeb035aa328efda2d4ff520a7c46c,dual_port_ram,vtr__single_ff,vtr,23
ae43e00a33f40fab3caee077bf7fac9fc8ceeb035aa328efda2d4ff520a7c46c,dual_port_ram,vtr__sha,vtr,23
ae43e00a33f40fab3caee077bf7fac9fc8ceeb035aa328efda2d4ff520a7c46c,dual_port_ram,vtr__raygentop,vtr,23
ae43e00a33f40fab3caee077bf7fac9fc8ceeb035aa328efda2d4ff520a7c46c,dual_port_ram,vtr__or1200,vtr,23
ae43e00a33f40fab3caee077bf7fac9fc8ceeb035aa328efda2d4ff520a7c46c,dual_port_ram,vtr__multiclock_separate_and_latch,vtr,23
ae43e00a33f40fab3caee077bf7fac9fc8ceeb035aa328efda2d4ff520a7c46c,dual_port_ram,vtr__multiclock_reader_writer,vtr,23
ae43e00a33f40fab3caee077bf7fac9fc8ceeb035aa328efda2d4ff520a7c46c,dual_port_ram,vtr__multiclock_output_and_latch,vtr,23
ae43e00a33f40fab3caee077bf7fac9fc8ceeb035aa328efda2d4ff520a7c46c,dual_port_ram,vtr__mkSMAdapter4B,vtr,23
ae43e00a33f40fab3caee077bf7fac9fc8ceeb035aa328efda2d4ff520a7c46c,dual_port_ram,vtr__mkPktMerge,vtr,23
ae43e00a33f40fab3caee077bf7fac9fc8ceeb035aa328efda2d4ff520a7c46c,dual_port_ram,vtr__mkDelayWorker32B,vtr,23
ae43e00a33f40fab3caee077bf7fac9fc8ceeb035aa328efda2d4ff520a7c46c,dual_port_ram,vtr__diffeq2,vtr,23
ae43e00a33f40fab3caee077bf7fac9fc8ceeb035aa328efda2d4ff520a7c46c,dual_port_ram,vtr__diffeq1,vtr,23
ae43e00a33f40fab3caee077bf7fac9fc8ceeb035aa328efda2d4ff520a7c46c,dual_port_ram,vtr__ch_intrinsics,vtr,23
ae43e00a33f40fab3caee077bf7fac9fc8ceeb035aa328efda2d4ff520a7c46c,dual_port_ram,vtr__blob_merge,vtr,23
ae43e00a33f40fab3caee077bf7fac9fc8ceeb035aa328efda2d4ff520a7c46c,dual_port_ram,vtr__bgm,vtr,23
ae43e00a33f40fab3caee077bf7fac9fc8ceeb035aa328efda2d4ff520a7c46c,dual_port_ram,vtr__arm_core,vtr,23
ae43e00a33f40fab3caee077bf7fac9fc8ceeb035aa328efda2d4ff520a7c46c,dual_port_ram,vtr__and_latch,vtr,23
a59cf141d517893a1f051dfdf42f397b21165da2b9b62da6ba10bd13acce3044,multiply,vtr__stereovision3,vtr,23
a59cf141d517893a1f051dfdf42f397b21165da2b9b62da6ba10bd13acce3044,multiply,vtr__stereovision2,vtr,23
a59cf141d517893a1f051dfdf42f397b21165da2b9b62da6ba10bd13acce3044,multiply,vtr__stereovision1,vtr,23
a59cf141d517893a1f051dfdf42f397b21165da2b9b62da6ba10bd13acce3044,multiply,vtr__stereovision0,vtr,23
a59cf141d517893a1f051dfdf42f397b21165da2b9b62da6ba10bd13acce3044,multiply,vtr__spree,vtr,23
a59cf141d517893a1f051dfdf42f397b21165da2b9b62da6ba10bd13acce3044,multiply,vtr__single_wire,vtr,23
a59cf141d517893a1f051dfdf42f397b21165da2b9b62da6ba10bd13acce3044,multiply,vtr__single_ff,vtr,23
a59cf141d517893a1f051dfdf42f397b21165da2b9b62da6ba10bd13acce3044,multiply,vtr__sha,vtr,23
a59cf141d517893a1f051dfdf42f397b21165da2b9b62da6ba10bd13acce3044,multiply,vtr__raygentop,vtr,23
a59cf141d517893a1f051dfdf42f397b21165da2b9b62da6ba10bd13acce3044,multiply,vtr__or1200,vtr,23
a59cf141d517893a1f051dfdf42f397b21165da2b9b62da6ba10bd13acce3044,multiply,vtr__multiclock_separate_and_latch,vtr,23
a59cf141d517893a1f051dfdf42f397b21165da2b9b62da6ba10bd13acce3044,multiply,vtr__multiclock_reader_writer,vtr,23
a59cf141d517893a1f051dfdf42f397b21165da2b9b62da6ba10bd13acce3044,multiply,vtr__multiclock_output_and_latch,vtr,23
a59cf141d517893a1f051dfdf42f397b21165da2b9b62da6ba10bd13acce3044,multiply,vtr__mkSMAdapter4B,vtr,23
a59cf141d517893a1f051dfdf42f397b21165da2b9b62da6ba10bd13acce3044,multiply,vtr__mkPktMerge,vtr,23
a59cf141d517893a1f051dfdf42f397b21165da2b9b62da6ba10bd13acce3044,multiply,vtr__mkDelayWorker32B,vtr,23
a59cf141d517893a1f051dfdf42f397b21165da2b9b62da6ba10bd13acce3044,multiply,vtr__diffeq2,vtr,23
a59cf141d517893a1f051dfdf42f397b21165da2b9b62da6ba10bd13acce3044,multiply,vtr__diffeq1,vtr,23
a59cf141d517893a1f051dfdf42f397b21165da2b9b62da6ba10bd13acce3044,multiply,vtr__ch_intrinsics,vtr,23
a59cf141d517893a1f051dfdf42f397b21165da2b9b62da6ba10bd13acce3044,multiply,vtr__blob_merge,vtr,23
a59cf141d517893a1f051dfdf42f397b21165da2b9b62da6ba10bd13acce3044,multiply,vtr__bgm,vtr,23
a59cf141d517893a1f051dfdf42f397b21165da2b9b62da6ba10bd13acce3044,multiply,vtr__arm_core,vtr,23
a59cf141d517893a1f051dfdf42f397b21165da2b9b62da6ba10bd13acce3044,multiply,vtr__and_latch,vtr,23
9d1555dc824f65055cd2e9621f3344ed4b8a5d9f122ccc54532b157eacd872b4,mux,vtr__stereovision3,vtr,23
9d1555dc824f65055cd2e9621f3344ed4b8a5d9f122ccc54532b157eacd872b4,mux,vtr__stereovision2,vtr,23
9d1555dc824f65055cd2e9621f3344ed4b8a5d9f122ccc54532b157eacd872b4,mux,vtr__stereovision1,vtr,23
9d1555dc824f65055cd2e9621f3344ed4b8a5d9f122ccc54532b157eacd872b4,mux,vtr__stereovision0,vtr,23
9d1555dc824f65055cd2e9621f3344ed4b8a5d9f122ccc54532b157eacd872b4,mux,vtr__spree,vtr,23
9d1555dc824f65055cd2e9621f3344ed4b8a5d9f122ccc54532b157eacd872b4,mux,vtr__single_wire,vtr,23
9d1555dc824f65055cd2e9621f3344ed4b8a5d9f122ccc54532b157eacd872b4,mux,vtr__single_ff,vtr,23
9d1555dc824f65055cd2e9621f3344ed4b8a5d9f122ccc54532b157eacd872b4,mux,vtr__sha,vtr,23
9d1555dc824f65055cd2e9621f3344ed4b8a5d9f122ccc54532b157eacd872b4,mux,vtr__raygentop,vtr,23
9d1555dc824f65055cd2e9621f3344ed4b8a5d9f122ccc54532b157eacd872b4,mux,vtr__or1200,vtr,23
9d1555dc824f65055cd2e9621f3344ed4b8a5d9f122ccc54532b157eacd872b4,mux,vtr__multiclock_separate_and_latch,vtr,23
9d1555dc824f65055cd2e9621f3344ed4b8a5d9f122ccc54532b157eacd872b4,mux,vtr__multiclock_reader_writer,vtr,23
9d1555dc824f65055cd2e9621f3344ed4b8a5d9f122ccc54532b157eacd872b4,mux,vtr__multiclock_output_and_latch,vtr,23
9d1555dc824f65055cd2e9621f3344ed4b8a5d9f122ccc54532b157eacd872b4,mux,vtr__mkSMAdapter4B,vtr,23
9d1555dc824f65055cd2e9621f3344ed4b8a5d9f122ccc54532b157eacd872b4,mux,vtr__mkPktMerge,vtr,23
9d1555dc824f65055cd2e9621f3344ed4b8a5d9f122ccc54532b157eacd872b4,mux,vtr__mkDelayWorker32B,vtr,23
9d1555dc824f65055cd2e9621f3344ed4b8a5d9f122ccc54532b157eacd872b4,mux,vtr__diffeq2,vtr,23
9d1555dc824f65055cd2e9621f3344ed4b8a5d9f122ccc54532b157eacd872b4,mux,vtr__diffeq1,vtr,23
9d1555dc824f65055cd2e9621f3344ed4b8a5d9f122ccc54532b157eacd872b4,mux,vtr__ch_intrinsics,vtr,23
9d1555dc824f65055cd2e9621f3344ed4b8a5d9f122ccc54532b157eacd872b4,mux,vtr__blob_merge,vtr,23
9d1555dc824f65055cd2e9621f3344ed4b8a5d9f122ccc54532b157eacd872b4,mux,vtr__bgm,vtr,23
9d1555dc824f65055cd2e9621f3344ed4b8a5d9f122ccc54532b157eacd872b4,mux,vtr__arm_core,vtr,23
9d1555dc824f65055cd2e9621f3344ed4b8a5d9f122ccc54532b157eacd872b4,mux,vtr__and_latch,vtr,23
554700de610f684835e766c286267ed5f729224860271b3b445463b18a2553b0,adder,vtr__stereovision3,vtr,23
554700de610f684835e766c286267ed5f729224860271b3b445463b18a2553b0,adder,vtr__stereovision2,vtr,23
554700de610f684835e766c286267ed5f729224860271b3b445463b18a2553b0,adder,vtr__stereovision1,vtr,23
554700de610f684835e766c286267ed5f729224860271b3b445463b18a2553b0,adder,vtr__stereovision0,vtr,23
554700de610f684835e766c286267ed5f729224860271b3b445463b18a2553b0,adder,vtr__spree,vtr,23
554700de610f684835e766c286267ed5f729224860271b3b445463b18a2553b0,adder,vtr__single_wire,vtr,23
554700de610f684835e766c286267ed5f729224860271b3b445463b18a2553b0,adder,vtr__single_ff,vtr,23
554700de610f684835e766c286267ed5f729224860271b3b445463b18a2553b0,adder,vtr__sha,vtr,23
554700de610f684835e766c286267ed5f729224860271b3b445463b18a2553b0,adder,vtr__raygentop,vtr,23
554700de610f684835e766c286267ed5f729224860271b3b445463b18a2553b0,adder,vtr__or1200,vtr,23
554700de610f684835e766c286267ed5f729224860271b3b445463b18a2553b0,adder,vtr__multiclock_separate_and_latch,vtr,23
554700de610f684835e766c286267ed5f729224860271b3b445463b18a2553b0,adder,vtr__multiclock_reader_writer,vtr,23
554700de610f684835e766c286267ed5f729224860271b3b445463b18a2553b0,adder,vtr__multiclock_output_and_latch,vtr,23
554700de610f684835e766c286267ed5f729224860271b3b445463b18a2553b0,adder,vtr__mkSMAdapter4B,vtr,23
554700de610f684835e766c286267ed5f729224860271b3b445463b18a2553b0,adder,vtr__mkPktMerge,vtr,23
554700de610f684835e766c286267ed5f729224860271b3b445463b18a2553b0,adder,vtr__mkDelayWorker32B,vtr,23
554700de610f684835e766c286267ed5f729224860271b3b445463b18a2553b0,adder,vtr__diffeq2,vtr,23
554700de610f684835e766c286267ed5f729224860271b3b445463b18a2553b0,adder,vtr__diffeq1,vtr,23
554700de610f684835e766c286267ed5f729224860271b3b445463b18a2553b0,adder,vtr__ch_intrinsics,vtr,23
554700de610f684835e766c286267ed5f729224860271b3b445463b18a2553b0,adder,vtr__blob_merge,vtr,23
554700de610f684835e766c286267ed5f729224860271b3b445463b18a2553b0,adder,vtr__bgm,vtr,23
554700de610f684835e766c286267ed5f729224860271b3b445463b18a2553b0,adder,vtr__arm_core,vtr,23
554700de610f684835e766c286267ed5f729224860271b3b445463b18a2553b0,adder,vtr__and_latch,vtr,23
06fe3cc33c43c9dd5be2ae4d89b1b4a48e84f86925f22c354b35760a7c895746,DFF,vtr__stereovision3,vtr,23
06fe3cc33c43c9dd5be2ae4d89b1b4a48e84f86925f22c354b35760a7c895746,DFF,vtr__stereovision2,vtr,23
06fe3cc33c43c9dd5be2ae4d89b1b4a48e84f86925f22c354b35760a7c895746,DFF,vtr__stereovision1,vtr,23
06fe3cc33c43c9dd5be2ae4d89b1b4a48e84f86925f22c354b35760a7c895746,DFF,vtr__stereovision0,vtr,23
06fe3cc33c43c9dd5be2ae4d89b1b4a48e84f86925f22c354b35760a7c895746,DFF,vtr__spree,vtr,23
06fe3cc33c43c9dd5be2ae4d89b1b4a48e84f86925f22c354b35760a7c895746,DFF,vtr__single_wire,vtr,23
06fe3cc33c43c9dd5be2ae4d89b1b4a48e84f86925f22c354b35760a7c895746,DFF,vtr__single_ff,vtr,23
06fe3cc33c43c9dd5be2ae4d89b1b4a48e84f86925f22c354b35760a7c895746,DFF,vtr__sha,vtr,23
06fe3cc33c43c9dd5be2ae4d89b1b4a48e84f86925f22c354b35760a7c895746,DFF,vtr__raygentop,vtr,23
06fe3cc33c43c9dd5be2ae4d89b1b4a48e84f86925f22c354b35760a7c895746,DFF,vtr__or1200,vtr,23
06fe3cc33c43c9dd5be2ae4d89b1b4a48e84f86925f22c354b35760a7c895746,DFF,vtr__multiclock_separate_and_latch,vtr,23
06fe3cc33c43c9dd5be2ae4d89b1b4a48e84f86925f22c354b35760a7c895746,DFF,vtr__multiclock_reader_writer,vtr,23
06fe3cc33c43c9dd5be2ae4d89b1b4a48e84f86925f22c354b35760a7c895746,DFF,vtr__multiclock_output_and_latch,vtr,23
06fe3cc33c43c9dd5be2ae4d89b1b4a48e84f86925f22c354b35760a7c895746,DFF,vtr__mkSMAdapter4B,vtr,23
06fe3cc33c43c9dd5be2ae4d89b1b4a48e84f86925f22c354b35760a7c895746,DFF,vtr__mkPktMerge,vtr,23
06fe3cc33c43c9dd5be2ae4d89b1b4a48e84f86925f22c354b35760a7c895746,DFF,vtr__mkDelayWorker32B,vtr,23
06fe3cc33c43c9dd5be2ae4d89b1b4a48e84f86925f22c354b35760a7c895746,DFF,vtr__diffeq2,vtr,23
06fe3cc33c43c9dd5be2ae4d89b1b4a48e84f86925f22c354b35760a7c895746,DFF,vtr__diffeq1,vtr,23
06fe3cc33c43c9dd5be2ae4d89b1b4a48e84f86925f22c354b35760a7c895746,DFF,vtr__ch_intrinsics,vtr,23
06fe3cc33c43c9dd5be2ae4d89b1b4a48e84f86925f22c354b35760a7c895746,DFF,vtr__blob_merge,vtr,23
06fe3cc33c43c9dd5be2ae4d89b1b4a48e84f86925f22c354b35760a7c895746,DFF,vtr__bgm,vtr,23
06fe3cc33c43c9dd5be2ae4d89b1b4a48e84f86925f22c354b35760a7c895746,DFF,vtr__arm_core,vtr,23
06fe3cc33c43c9dd5be2ae4d89b1b4a48e84f86925f22c354b35760a7c895746,DFF,vtr__and_latch,vtr,23
ffb9c43204444c7b07c4b18a13f6f503227a98c9b4f4d6f344388a57906a8e30,bw_mckbuf_22x,opdb__tile_NETWORK_2dmesh__L1D_8192_4__L1I_16384_4__L15_8192_4__L2_65536_4_tile,opdb,13
ffb9c43204444c7b07c4b18a13f6f503227a98c9b4f4d6f344388a57906a8e30,bw_mckbuf_22x,opdb__sparc_tlu_sparc_tlu,opdb,13
ffb9c43204444c7b07c4b18a13f6f503227a98c9b4f4d6f344388a57906a8e30,bw_mckbuf_22x,opdb__sparc_mul_sparc_mul,opdb,13
ffb9c43204444c7b07c4b18a13f6f503227a98c9b4f4d6f344388a57906a8e30,bw_mckbuf_22x,opdb__sparc_lsu_L1D_8192_4_sparc_lsu,opdb,13
ffb9c43204444c7b07c4b18a13f6f503227a98c9b4f4d6f344388a57906a8e30,bw_mckbuf_22x,opdb__sparc_ifu_L1I_16384_4_sparc_ifu,opdb,13
ffb9c43204444c7b07c4b18a13f6f503227a98c9b4f4d6f344388a57906a8e30,bw_mckbuf_22x,opdb__sparc_ffu_sparc_ffu,opdb,13
ffb9c43204444c7b07c4b18a13f6f503227a98c9b4f4d6f344388a57906a8e30,bw_mckbuf_22x,opdb__sparc_exu_sparc_exu,opdb,13
ffb9c43204444c7b07c4b18a13f6f503227a98c9b4f4d6f344388a57906a8e30,bw_mckbuf_22x,opdb__sparc_core_L1I_16384_4__L1D_8192_4_sparc_core,opdb,13
ffb9c43204444c7b07c4b18a13f6f503227a98c9b4f4d6f344388a57906a8e30,bw_mckbuf_22x,opdb__l2_NETWORK_2dmesh__L2_65536_4_l2,opdb,13
ffb9c43204444c7b07c4b18a13f6f503227a98c9b4f4d6f344388a57906a8e30,bw_mckbuf_22x,opdb__l15_NETWORK_2dmesh__L1D_8192_4__L15_8192_4_l15,opdb,13
ffb9c43204444c7b07c4b18a13f6f503227a98c9b4f4d6f344388a57906a8e30,bw_mckbuf_22x,opdb__fpu_fpu,opdb,13
ffb9c43204444c7b07c4b18a13f6f503227a98c9b4f4d6f344388a57906a8e30,bw_mckbuf_22x,opdb__chip_X_5__Y_5__NETWORK_2dmesh__L1D_8192_4__L1I_16384_4__L15_8192_4__L2_65536_4_chip,opdb,13
ffb9c43204444c7b07c4b18a13f6f503227a98c9b4f4d6f344388a57906a8e30,bw_mckbuf_22x,opdb__chip_X_1__Y_1__NETWORK_2dmesh__L1D_8192_4__L1I_16384_4__L15_8192_4__L2_65536_4_chip,opdb,13
ff978e2a65b2c999389f82fa9ca0c11226ba15c767c3a895e959cbb3fac2671b,bw_u1_inv_1p4x,opdb__tile_NETWORK_2dmesh__L1D_8192_4__L1I_16384_4__L15_8192_4__L2_65536_4_tile,opdb,13
ff978e2a65b2c999389f82fa9ca0c11226ba15c767c3a895e959cbb3fac2671b,bw_u1_inv_1p4x,opdb__sparc_tlu_sparc_tlu,opdb,13
ff978e2a65b2c999389f82fa9ca0c11226ba15c767c3a895e959cbb3fac2671b,bw_u1_inv_1p4x,opdb__sparc_mul_sparc_mul,opdb,13
ff978e2a65b2c999389f82fa9ca0c11226ba15c767c3a895e959cbb3fac2671b,bw_u1_inv_1p4x,opdb__sparc_lsu_L1D_8192_4_sparc_lsu,opdb,13
ff978e2a65b2c999389f82fa9ca0c11226ba15c767c3a895e959cbb3fac2671b,bw_u1_inv_1p4x,opdb__sparc_ifu_L1I_16384_4_sparc_ifu,opdb,13
ff978e2a65b2c999389f82fa9ca0c11226ba15c767c3a895e959cbb3fac2671b,bw_u1_inv_1p4x,opdb__sparc_ffu_sparc_ffu,opdb,13
ff978e2a65b2c999389f82fa9ca0c11226ba15c767c3a895e959cbb3fac2671b,bw_u1_inv_1p4x,opdb__sparc_exu_sparc_exu,opdb,13
ff978e2a65b2c999389f82fa9ca0c11226ba15c767c3a895e959cbb3fac2671b,bw_u1_inv_1p4x,opdb__sparc_core_L1I_16384_4__L1D_8192_4_sparc_core,opdb,13
ff978e2a65b2c999389f82fa9ca0c11226ba15c767c3a895e959cbb3fac2671b,bw_u1_inv_1p4x,opdb__l2_NETWORK_2dmesh__L2_65536_4_l2,opdb,13
ff978e2a65b2c999389f82fa9ca0c11226ba15c767c3a895e959cbb3fac2671b,bw_u1_inv_1p4x,opdb__l15_NETWORK_2dmesh__L1D_8192_4__L15_8192_4_l15,opdb,13
ff978e2a65b2c999389f82fa9ca0c11226ba15c767c3a895e959cbb3fac2671b,bw_u1_inv_1p4x,opdb__fpu_fpu,opdb,13
ff978e2a65b2c999389f82fa9ca0c11226ba15c767c3a895e959cbb3fac2671b,bw_u1_inv_1p4x,opdb__chip_X_5__Y_5__NETWORK_2dmesh__L1D_8192_4__L1I_16384_4__L15_8192_4__L2_65536_4_chip,opdb,13
ff978e2a65b2c999389f82fa9ca0c11226ba15c767c3a895e959cbb3fac2671b,bw_u1_inv_1p4x,opdb__chip_X_1__Y_1__NETWORK_2dmesh__L1D_8192_4__L1I_16384_4__L15_8192_4__L2_65536_4_chip,opdb,13
ff8386ca5dadc5f5343454d524158c1f33b8a204fe509fe1613dc6baee056ccb,bw_u1_inv_3x,opdb__tile_NETWORK_2dmesh__L1D_8192_4__L1I_16384_4__L15_8192_4__L2_65536_4_tile,opdb,13
ff8386ca5dadc5f5343454d524158c1f33b8a204fe509fe1613dc6baee056ccb,bw_u1_inv_3x,opdb__sparc_tlu_sparc_tlu,opdb,13
ff8386ca5dadc5f5343454d524158c1f33b8a204fe509fe1613dc6baee056ccb,bw_u1_inv_3x,opdb__sparc_mul_sparc_mul,opdb,13
ff8386ca5dadc5f5343454d524158c1f33b8a204fe509fe1613dc6baee056ccb,bw_u1_inv_3x,opdb__sparc_lsu_L1D_8192_4_sparc_lsu,opdb,13
ff8386ca5dadc5f5343454d524158c1f33b8a204fe509fe1613dc6baee056ccb,bw_u1_inv_3x,opdb__sparc_ifu_L1I_16384_4_sparc_ifu,opdb,13
ff8386ca5dadc5f5343454d524158c1f33b8a204fe509fe1613dc6baee056ccb,bw_u1_inv_3x,opdb__sparc_ffu_sparc_ffu,opdb,13
ff8386ca5dadc5f5343454d524158c1f33b8a204fe509fe1613dc6baee056ccb,bw_u1_inv_3x,opdb__sparc_exu_sparc_exu,opdb,13
ff8386ca5dadc5f5343454d524158c1f33b8a204fe509fe1613dc6baee056ccb,bw_u1_inv_3x,opdb__sparc_core_L1I_16384_4__L1D_8192_4_sparc_core,opdb,13
ff8386ca5dadc5f5343454d524158c1f33b8a204fe509fe1613dc6baee056ccb,bw_u1_inv_3x,opdb__l2_NETWORK_2dmesh__L2_65536_4_l2,opdb,13
ff8386ca5dadc5f5343454d524158c1f33b8a204fe509fe1613dc6baee056ccb,bw_u1_inv_3x,opdb__l15_NETWORK_2dmesh__L1D_8192_4__L15_8192_4_l15,opdb,13
ff8386ca5dadc5f5343454d524158c1f33b8a204fe509fe1613dc6baee056ccb,bw_u1_inv_3x,opdb__fpu_fpu,opdb,13
ff8386ca5dadc5f5343454d524158c1f33b8a204fe509fe1613dc6baee056ccb,bw_u1_inv_3x,opdb__chip_X_5__Y_5__NETWORK_2dmesh__L1D_8192_4__L1I_16384_4__L15_8192_4__L2_65536_4_chip,opdb,13
ff8386ca5dadc5f5343454d524158c1f33b8a204fe509fe1613dc6baee056ccb,bw_u1_inv_3x,opdb__chip_X_1__Y_1__NETWORK_2dmesh__L1D_8192_4__L1I_16384_4__L15_8192_4__L2_65536_4_chip,opdb,13
ff21bfe8dbdb78a6ed8d1a189d9e33f4c0d125f0937fd5e6bebe8ec08c6e9622,bw_u1_nor3_1p4x,opdb__tile_NETWORK_2dmesh__L1D_8192_4__L1I_16384_4__L15_8192_4__L2_65536_4_tile,opdb,13
ff21bfe8dbdb78a6ed8d1a189d9e33f4c0d125f0937fd5e6bebe8ec08c6e9622,bw_u1_nor3_1p4x,opdb__sparc_tlu_sparc_tlu,opdb,13
ff21bfe8dbdb78a6ed8d1a189d9e33f4c0d125f0937fd5e6bebe8ec08c6e9622,bw_u1_nor3_1p4x,opdb__sparc_mul_sparc_mul,opdb,13
ff21bfe8dbdb78a6ed8d1a189d9e33f4c0d125f0937fd5e6bebe8ec08c6e9622,bw_u1_nor3_1p4x,opdb__sparc_lsu_L1D_8192_4_sparc_lsu,opdb,13
ff21bfe8dbdb78a6ed8d1a189d9e33f4c0d125f0937fd5e6bebe8ec08c6e9622,bw_u1_nor3_1p4x,opdb__sparc_ifu_L1I_16384_4_sparc_ifu,opdb,13
ff21bfe8dbdb78a6ed8d1a189d9e33f4c0d125f0937fd5e6bebe8ec08c6e9622,bw_u1_nor3_1p4x,opdb__sparc_ffu_sparc_ffu,opdb,13
ff21bfe8dbdb78a6ed8d1a189d9e33f4c0d125f0937fd5e6bebe8ec08c6e9622,bw_u1_nor3_1p4x,opdb__sparc_exu_sparc_exu,opdb,13
ff21bfe8dbdb78a6ed8d1a189d9e33f4c0d125f0937fd5e6bebe8ec08c6e9622,bw_u1_nor3_1p4x,opdb__sparc_core_L1I_16384_4__L1D_8192_4_sparc_core,opdb,13
ff21bfe8dbdb78a6ed8d1a189d9e33f4c0d125f0937fd5e6bebe8ec08c6e9622,bw_u1_nor3_1p4x,opdb__l2_NETWORK_2dmesh__L2_65536_4_l2,opdb,13
ff21bfe8dbdb78a6ed8d1a189d9e33f4c0d125f0937fd5e6bebe8ec08c6e9622,bw_u1_nor3_1p4x,opdb__l15_NETWORK_2dmesh__L1D_8192_4__L15_8192_4_l15,opdb,13
ff21bfe8dbdb78a6ed8d1a189d9e33f4c0d125f0937fd5e6bebe8ec08c6e9622,bw_u1_nor3_1p4x,opdb__fpu_fpu,opdb,13
